GENE,gene_name,gene,Phenotype,ALL_zscore,ALL_effect_size,ALL_P,ALL_var_g,ALL_pred_perf_r2,ALL_pred_perf_pval,ALL_n_snps_used,ALL_n_snps_in_cov,ALL_n_snps_in_model,CAU_zscore,CAU_effect_size,CAU_P,CAU_var_g,CAU_pred_perf_r2,CAU_pred_perf_pval,CAU_n_snps_used,CAU_n_snps_in_cov,CAU_n_snps_in_model,INTERVAL_zscore,INTERVAL_effect_size,INTERVAL_P,INTERVAL_var_g,INTERVAL_pred_perf_r2
SL003190_ENSG00000275718,SL003190,CCL15.3509.1.1,breast_erneg,1.00069891315647,0.018401994967507,0.316972393014973,0.303705262063345,0.351444869664368,1.62678841013658e-99,72,88,88,1.60644702860288,0.0278079977880991,0.108175724877663,0.201774538138085,0.164819405312127,2.54589824608417e-18,94,94,94,1.2098990525239,0.0183229545102733,0.226317630850457,0.278368648886007,0.319331961363409
SL003196_ENSG00000102970,SL003196,CCL17.3519.3.2,breast_erneg,-0.292732356588965,-0.0041294243166754,0.7697267357403,0.0254666832250882,0.0285228876354685,1.19462064483133e-07,46,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638145267692298,0.0345826746638315,0.523379121607174,0.0221054174067769,0.0398737715935699
SL003197_ENSG00000131142,SL003197,CCL25.2705.5.2,breast_erneg,-0.339110417875894,-0.0115592905640098,0.734526550617764,0.0560453539180353,0.0649848810000758,6.2692799977449e-16,38,38,38,-0.249016033763385,-0.00343763839430771,0.803348378854443,0.109607882725649,0.108028147182406,2.6179922498072e-12,76,76,76,-1.03385143662704,-0.0247037933452192,0.301205621012511,0.12672802155671,0.168178394912756
SL003198_ENSG00000041982,SL003198,TNC.4155.3.2,breast_erneg,0.200370983612729,0.00281419279212334,0.841190451029249,0.231823926285982,0.267283849032779,1.3091949259065e-70,71,74,74,0.307484012314785,0.00526194282704871,0.758474990323567,0.185744609285137,0.295253791811583,1.42949932413349e-34,22,22,22,-0.388591771353448,-0.00675622268909506,0.697578154820313,0.187232834866491,0.226416909116307
SL003199_ENSG00000066056,SL003199,TIE1.2844.53.2,breast_erneg,0.0162732807035296,0.0165962179716159,0.987016373628836,0.037965195676234,0.0289290433216955,1.07393327541064e-07,50,50,50,0.105012118920462,0.0079808039358953,0.916366192383648,0.0238110113114369,0.0327805260417205,0.000200948566475569,17,17,17,-0.00996911100571412,-0.00221949085374225,0.992045931993917,0.0187948437764986,0.0285511027788975
SL003200_ENSG00000120156,SL003200,TEK.3773.15.4,breast_erneg,2.32185356941052,0.11955495169346,0.0202408216229641,0.0262244400173807,0.056403731318548,6.10415829454755e-14,14,14,14,1.82043517952598,0.0828161262579788,0.068692759144029,0.0382965349865669,0.0782320650543648,8.00850708595267e-09,22,22,22,2.05839376720475,0.126294544249704,0.0395523495661241,0.0167746587598991,0.0326988567708017
SL003201_ENSG00000128052,SL003201,KDR.3651.50.5,breast_erneg,1.03941475863595,0.0657135244687398,0.298611883041059,0.015680434228791,0.0195375740884315,1.25385524036737e-05,18,18,18,1.18804337347183,0.0597689888980411,0.234816321997099,0.0265361174673143,0.046262730776378,8.2122739463819e-06,18,19,19,1.2870616841059,0.0447820581630827,0.198072789046256,0.0891678306652965,0.125115227133671
SL003300_ENSG00000275152,SL003300,CCL16.4913.78.1,breast_erneg,-2.11565368478342,-0.047103479660618,0.0343742723748082,0.226108932671975,0.223542686387703,5.1844277150281e-57,101,105,105,-1.17579918985254,-0.0231719730724299,0.239675130221258,0.188974841175487,0.236374119314211,1.74084820737406e-26,60,60,60,-1.83312687977233,-0.0273232914021154,0.0667837045856727,0.349053983484039,0.40253110714121
SL003301_ENSG00000274736,SL003301,CCL23.3028.36.2,breast_erneg,-2.08209132663001,-0.0769861167461797,0.0373341286315235,0.0587489462832209,0.0713925089282824,2.25203075696903e-17,46,47,47,-1.07835325042366,-0.0279208696367646,0.280876141433189,0.0949434670672611,0.034418133072652,0.000163995512019216,82,85,85,-1.62196246342674,-0.0355350557636395,0.104811385591835,0.156205511982951,0.190712050538429
SL003302_ENSG00000274736,SL003302,CCL23.2913.1.2,breast_erneg,-1.24073119620726,-0.027658491093438,0.214705065866015,0.132139758943093,0.1607425720782,1.27313588761123e-39,43,44,44,-0.980705365600137,-0.02208188854836,0.326738057149445,0.125893870837165,0.148994512153474,1.40480557910177e-16,43,43,43,-1.15694559676343,-0.02284295847129,0.247294588048458,0.187058951881078,0.224960518424502
SL003309_ENSG00000129988,SL003309,NA,breast_erneg,-0.758059023032437,-0.0210917694213888,0.448415649215269,0.185126666194413,0.0924414450595173,2.00116920205533e-22,144,153,153,0.428488052409956,0.00889798236479012,0.668295830173202,0.171423210357469,0.228317275392898,1.00699643480839e-25,16,18,18,NA,NA,NA,NA,NA
SL003310_ENSG00000112715,SL003310,NA,breast_erneg,1.37165573175085,0.0907794294459604,0.170170635423002,0.0184800901609264,0.0386891015477984,6.14014091367838e-10,10,10,10,1.07037155933377,0.0445460234942726,0.284452095718013,0.0413051427899802,0.0411726858509524,3.53678588996624e-05,31,31,31,NA,NA,NA,NA,NA
SL003323_ENSG00000275385,SL003323,NA,breast_erneg,-0.505075132097335,-0.0150861849049447,0.613506066917526,0.156816984540923,0.224966026113341,2.83408404081142e-57,32,44,44,-0.887489551583661,-0.0209961952519736,0.374815389029167,0.147937900361654,0.255791569907923,2.63013332220654e-29,28,28,28,NA,NA,NA,NA,NA
SL003324_ENSG00000126218,SL003324,F10.3077.66.2,breast_erneg,1.03050735845928,0.073933605101767,0.302771899779648,0.0175662291119462,0.0296747802171744,6.26193672039752e-08,18,18,18,-0.205491959520714,-0.00386830516251998,0.837187779435905,0.0699461837825716,0.04762535513009,8.01969695116771e-06,61,61,61,-0.676483092049131,-0.0231435728571168,0.49873397742139,0.0294438418534874,0.0395566749268154
SL003328_ENSG00000205403,SL003328,CFI.2567.5.6,breast_erneg,-0.184156308048272,0.00261567799077791,0.853890834327491,0.0795605812084473,0.0774524093565507,4.48584627683616e-19,80,96,96,-1.26907243664583,-0.0567690854283701,0.204415229976937,0.029692275110722,0.0134075321609611,0.0193226327743597,33,33,33,-0.746944227675361,-0.0312027043987147,0.455097227317123,0.0328824421389079,0.0513348664736276
SL003329_ENSG00000276409,SL003329,CCL14.2900.53.3,breast_erneg,1.36935315451178,0.0392956951605287,0.170888910018103,0.0949741791163708,0.11945631867893,2.5518458243092e-29,33,33,33,0.816810278382388,0.0366690835527183,0.414036857468604,0.0308520800638851,0.0553324880726777,1.35433363888944e-06,16,16,16,0.552929787496059,0.0114413456194416,0.580311489383591,0.132788132636595,0.163333547594973
SL003340_ENSG00000133048,SL003340,CHI3L1.11104.13.3,breast_erneg,1.40717540272974,0.0209661966428559,0.159375383488015,0.413763531830663,0.478226184253089,1.84603829953256e-153,65,73,73,0.889212891971913,0.0108599623441019,0.373888675537572,0.444451995566219,0.558783429558647,7.37567945934207e-85,30,30,30,0.96917173930888,0.0101090253875097,0.332459508904511,0.570998062487463,0.616945736168177
SL003362_ENSG00000125730,SL003362,NA,breast_erneg,1.14838566622017,0.0596897144824525,0.250809388305208,0.0258967432316045,0.0242354244273589,1.11978138599992e-06,33,33,33,1.25774137238175,0.0848930646527131,0.208485304613548,0.0165092243504079,0.0506051567731107,4.26586996223272e-06,25,26,26,NA,NA,NA,NA,NA
SL003672_ENSG00000109610,SL003672,SOD3.8463.2.3,breast_erneg,-0.27972363546915,-0.016047256403517,0.779689543435515,0.0126270182617146,0.0198988330235158,1.03344509938548e-05,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552674731429563,0.0241152304766382,0.580486159101779,0.0646613277563865,0.102030827673689
SL003679_ENSG00000197081,SL003679,IGF2R.3676.15.3,breast_erneg,-0.750167169841117,-0.0123543139558664,0.453154028872201,0.209446876687964,0.246281100314661,1.31746295415259e-63,50,54,54,-0.704233749055615,-0.0103771667447286,0.481287216794432,0.214333191517533,0.237236280674031,1.12369095799481e-26,81,85,85,-0.927771579914947,-0.0134327800210509,0.353526069154468,0.314898730919924,0.358602097697038
SL003680_ENSG00000204305,SL003680,AGER.4125.52.2,breast_erneg,-1.20128510880256,-0.0909542239404135,0.229640624804706,0.0119222905397825,0.0166701673918972,5.82377302463211e-05,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1264658912266,-0.0594720884178098,0.259968370181482,0.0386360553204252,0.0546149814510435
SL003744_ENSG00000131981,SL003744,NA,breast_erneg,0.523644678294985,0.0196405902987828,0.60052570021228,0.0513619613154712,0.0614939382408319,4.46334477113374e-15,61,69,69,0.896785490864512,0.0354125380109747,0.369833391591851,0.0441710059397174,0.0514203720237452,3.63113239173585e-06,55,55,55,NA,NA,NA,NA,NA
SL003764_ENSG00000149294,SL003764,NCAM1.4498.62.2,breast_erneg,-1.11953986847604,-0.0578037873786393,0.262909892274214,0.0412794744745101,0.0473731743288457,7.53398656502303e-12,51,60,60,-0.781306758613737,-0.045143979287046,0.434622095988832,0.0254630405857909,0.0276722642292883,0.000660166884396127,37,37,37,-0.947116102347717,-0.0470224188683288,0.34357962037528,0.0287898895100995,0.0483703779863702
SL003770_ENSG00000104332,SL003770,SFRP1.3221.54.1,breast_erneg,-1.9183612608279,-0.154484720620039,0.0550652195602283,0.0113985515943687,0.019286439940198,1.43023861335258e-05,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.989976252611294,-0.0763761962982179,0.322185726423423,0.0124348623672765,0.0241439304836952
SL003872_ENSG00000134352,SL003872,IL6ST.2620.4.2,breast_erneg,-0.298346528664439,-0.0136597504677775,0.765438695550672,0.0270864985792702,0.0613165750359961,4.8764113007104e-15,8,8,8,-0.0335739331869253,-0.00223361876542749,0.973216908849413,0.0262760432083928,0.0543845935370839,1.01921781646179e-06,13,13,13,-0.670329461201243,-0.0425827506512467,0.502647790331807,0.0166197569108526,0.0273331920213543
SL004015_ENSG00000080618,SL004015,NA,breast_erneg,-1.56873737615575,-0.0227056944632602,0.116709145732522,0.348425929819325,0.367089646906854,2.21583462370406e-105,124,137,137,-1.28535554996099,-0.0193934955624519,0.198668066603573,0.273930859934402,0.384585131803303,4.24325646458158e-49,23,24,24,NA,NA,NA,NA,NA
SL004078_ENSG00000101144,SL004078,NA,breast_erneg,1.151624323345,0.114632773304842,0.249475481851291,0.0176912806723999,0.0133152381007557,0.000314423464546511,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL004137_ENSG00000146904,SL004137,EPHA1.3431.54.2,breast_erneg,-1.55667913697606,-0.0264979184414411,0.119546684405205,0.2158452499291,0.249269246999289,1.98493863638429e-65,39,41,41,-1.47509800777047,-0.0332320492192815,0.140186195995215,0.167399014451978,0.155508056354954,2.98030115985305e-17,49,49,49,-1.42239528436597,-0.0392824025592825,0.154911531328979,0.0887271945290057,0.105221208697107
SL004143_ENSG00000168546,SL004143,GFRA2.2515.14.3,breast_erneg,-0.428003048838314,-0.0146776544844956,0.66864890067848,0.0430063475679496,0.0455174912146176,1.76109471121871e-11,47,48,48,-0.442662483616314,-0.0193649225154728,0.658009882301689,0.0492175483650991,0.0630705479708246,2.55892345605914e-07,23,23,23,-0.152852100638969,0.000333376794786981,0.878514910069619,0.0725775387235874,0.093728930521872
SL004146_ENSG00000115602,SL004146,IL1RL1.4234.8.2,breast_erneg,-1.9851539704048,-0.0322954012378767,0.0471273436834909,0.248422712724006,0.28353203954259,1.9283695895969e-75,58,62,62,-2.23246646506013,-0.0364494712896553,0.0255841492389795,0.234302270202275,0.318032650584557,3.09133877292825e-38,29,30,30,-1.99248635382167,-0.0257889623096703,0.0463177209722896,0.388079648210488,0.433361508251247
SL004147_ENSG00000243646,SL004147,NA,breast_erneg,-0.709226326578673,-0.0305557342521872,0.478184038729992,0.035339432173158,0.0644220095038819,6.52292430506592e-16,9,9,9,-1.14885227895082,-0.0357885523911823,0.250616898051716,0.0656538263114871,0.0927783253482886,2.48182150367091e-10,38,38,38,NA,NA,NA,NA,NA
SL004151_ENSG00000134470,SL004151,IL15RA.3445.53.2,breast_erneg,-0.997544311904377,-0.0392329646006015,0.318500376298059,0.0763955000543265,0.0808568572420387,1.13852012212497e-19,65,68,68,-0.113209717381813,-0.00503803490263895,0.909864291841614,0.0417678503465617,0.0691612495857308,5.6887984271013e-08,14,14,14,0.306235988082229,0.0152137970506834,0.759424973261687,0.0246853340396452,0.0402267753101816
SL004152_ENSG00000115604,SL004152,IL18R1.3446.7.2,breast_erneg,-0.349359194686007,-0.00690700904519562,0.726819663566454,0.223889042079749,0.26155040428248,1.11929662648327e-68,66,69,69,-0.514920517971026,-0.00759782505312997,0.606608562452347,0.26649999281722,0.339043118724932,1.11951619809016e-40,42,43,43,-0.625310936648251,-0.0102710594916992,0.531767003385563,0.225760131032981,0.301940647625496
SL004155_ENSG00000113721,SL004155,PDGFRB.3459.49.2,breast_erneg,0.602613997743857,0.0076361447135671,0.546765506198578,0.65118047469551,0.691508799911685,5.78785666583181e-299,68,81,81,0.440587849640657,0.00485954530505934,0.659511400682418,0.61320944002083,0.724285989553758,4.34784164190127e-142,27,28,28,-0.163113928444581,-0.00179188664545657,0.870428733355665,0.290898837300741,0.34774899159949
SL004209_ENSG00000182718,SL004209,NA,breast_erneg,-1.77966652170026,-0.0625157363107892,0.0751305524722409,0.0485352958103795,0.0982264680906986,6.63951946743719e-24,17,18,18,-2.11610170027583,-0.0909417025226026,0.0343361589230379,0.0359601815869846,0.116848643790543,8.07541319332037e-13,13,15,15,NA,NA,NA,NA,NA
SL004355_ENSG00000276085,SL004355,CCL3L1.2783.18.2,breast_erneg,-0.543399539353684,-0.0228307386700749,0.586854742801901,0.0925240160879473,0.140975059118795,1.28863369471212e-34,34,36,36,-1.02322016946329,-0.0298471190729389,0.306203758609754,0.114277416683272,0.141207005744114,1.65882601793385e-15,32,33,33,-0.281302549557567,-0.0111768096053929,0.778478354971709,0.0437657144922934,0.0558569530491805
SL004359_ENSG00000185652,SL004359,NA,breast_erneg,0.604660963199839,0.0250605666177064,0.545404290953155,0.0112398652440139,0.0225453133771408,2.53076064018812e-06,16,16,16,1.84208562539107,0.0832524772300711,0.0654626260900551,0.0312760478995917,0.0407872073064062,3.81892830151876e-05,40,44,44,NA,NA,NA,NA,NA
SL004367_ENSG00000107984,SL004367,NA,breast_erneg,2.31358899499094,0.0869805710639935,0.0206902779253787,0.0658214776986997,0.0544272329072908,1.50037505258615e-13,74,78,78,0.406909305380002,0.0242490968221262,0.684074601253728,0.0157656472241927,0.0476663468568672,7.68492050661874e-06,28,28,28,NA,NA,NA,NA,NA
SL004438_ENSG00000175315,SL004438,CST6.3303.23.2,breast_erneg,0.135559435257322,0.000101168933808946,0.892169575324423,0.00736925360596221,0.0102694824769306,0.00162840323138185,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12583801750319,0.0818988868736803,0.260234088981938,0.0137233282773054,0.015637233118536
SL004458_ENSG00000124102,SL004458,PI3.4982.54.1,breast_erneg,1.41830857106798,0.056109858126213,0.156100695411277,0.0299498437944466,0.0390354200571661,5.7420200371831e-10,23,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96504183161718,0.0472976146847128,0.334523859902182,0.0296401250921677,0.0431567166603035
SL004467_ENSG00000140093,SL004467,SERPINA10.13119.26.3,breast_erneg,0.661444190777568,0.0135771936669135,0.508327494117947,0.255789231157416,0.274082528127288,1.5749010781094e-72,99,100,100,0.455806916899315,0.00890511431562337,0.648528829759524,0.178074964869457,0.262531564525497,1.77248177468254e-30,42,42,42,0.117980943427874,0.00228000075334373,0.906082757355782,0.162255347137662,0.189569935716769
SL004475_ENSG00000142166,SL004475,IFNAR1.9183.7.3,breast_erneg,1.94398618370274,0.0465123459898181,0.0518971172284546,0.159121249773233,0.218775537951395,1.76809010992814e-55,18,18,18,1.89393731028192,0.0518269264766773,0.0582333314107911,0.0947288627042965,0.142436915699976,8.76229579981631e-16,9,10,10,2.13260459893981,0.171408946212515,0.0329571757456918,0.0111216583823547,0.0185315463910833
SL004511_ENSG00000101425,SL004511,BPI.4126.22.1,breast_erneg,0.245129072880431,0.00971667490270454,0.806356492604527,0.0485914418805347,0.102953464803588,6.25563232655539e-25,17,17,17,0.774053590846181,0.0295730335577052,0.43889910040101,0.0435462140127945,0.0739282989796044,2.10034353978027e-08,20,20,20,0.725928070115216,0.0145401953881636,0.467882867412978,0.13724544441249,0.164059279774458
SL004516_ENSG00000165471,SL004516,MBL2.3000.66.1,breast_erneg,1.51241633099532,0.0166773697358383,0.130427982951985,0.345470606271016,0.362900685592956,1.21966276949267e-103,111,119,119,1.95243802516759,0.0240495103983865,0.0508862221967373,0.383190198887825,0.452770219832372,9.0962436608216e-61,55,60,60,0.760580176088341,0.00600279719863554,0.446907864094138,0.548176555523973,0.606118761940482
SL004556_ENSG00000196352,SL004556,CD55.5069.9.3,breast_erneg,-0.269190531932192,-0.00450071591780344,0.787783065875626,0.108409793597074,0.119589132436445,4.25534698854463e-29,74,85,85,-0.185848177108635,-0.00416280165998892,0.85256382273923,0.0877898637445404,0.140703265831501,2.06361150573978e-15,39,40,40,0.110589407469076,0.00439562108331693,0.911941947575089,0.0891120006459098,0.104694816185346
SL004557_ENSG00000085063,SL004557,CD59.11514.196.3,breast_erneg,-0.444382498967185,-0.0386442177402312,0.656766064323405,0.017847198432658,0.028511782205206,1.28116749861151e-07,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59796767283551,-0.0664160569658888,0.110050171761676,0.0471191817424371,0.0570422911648322
SL004588_ENSG00000196083,SL004588,IL1RAP.2630.12.2,breast_erneg,-0.373066846847559,-0.003298395627753,0.709098692698217,0.308948922661987,0.396716716657879,5.68127638582667e-117,75,81,81,-0.170504605349064,-0.00217992477750268,0.864613312851085,0.446345115811232,0.53440628880981,3.62580543779185e-78,73,73,73,0.48774676239204,0.00614779459134445,0.625729224690709,0.485041189499394,0.527445895884604
SL004610_ENSG00000157193,SL004610,NA,breast_erneg,0.664315244322059,0.0321893191089834,0.506488566204766,0.0197003622668429,0.0239568774344638,1.38479819637948e-06,25,30,30,-0.281752304132599,-0.0092352086917152,0.778133445549331,0.0621116943152754,0.0646793525163821,1.67669925552323e-07,48,49,49,NA,NA,NA,NA,NA
SL004626_ENSG00000154736,SL004626,ADAMTS5.3168.8.2,breast_erneg,0.877116277105374,0.0164233082087896,0.380423484505818,0.235403988631122,0.289145890491501,4.90914683098554e-79,31,32,32,0.967375492984149,0.019026240139449,0.333356356669936,0.182384953140399,0.30032195930025,2.53261333234008e-35,11,11,11,0.613197129756937,0.0201856427046792,0.539746002396557,0.0719972679083226,0.101025285521667
SL004635_ENSG00000106952,SL004635,NA,breast_erneg,1.22755692955038,0.14853864559736,0.219613338516071,0.00474506083387309,0.0148837882623224,0.000142084361705229,8,8,8,1.17287447339493,0.0556994736050794,0.240846147480995,0.0291945771628338,0.0113704414528724,0.0310173575616647,57,59,59,NA,NA,NA,NA,NA
SL004645_ENSG00000166145,SL004645,NA,breast_erneg,-0.435473769619137,-0.0402173799614224,0.663218574439989,0.0239916972876534,0.0365404587483664,1.70992803132173e-09,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL004646_ENSG00000204381,SL004646,NA,breast_erneg,1.61539376785541,0.0750333296618104,0.106225448998626,0.0341323336157474,0.0246599889751303,8.80288320623195e-07,46,50,50,-0.644310453563117,-0.0759650450637231,0.519374138287188,0.00463731802373699,0.0144080274803385,0.0153785933635268,5,5,5,NA,NA,NA,NA,NA
